count,country,region,district,city,village,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri
174,Regno Unito,,,Londra,Richmond,Richmond,Richmond,,,,inhabited places,Sight of uprising during reign of Elizabeth I (1558-1603).,,http://vocab.getty.edu/tgn/7012405,
54,Italia,Toscana,Siena,Asciano,Chiusure,,,,,,,,,,
50,Stati Uniti d'America,New York,,New York (NY),Brooklyn,Brooklyn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2068222,
41,Italia,Emilia Romagna,Ferrara,Codigoro,Pomposa,,,,,,,,,,
37,Italia,Toscana,Firenze,Firenze,Galluzzo,Galluzzo,,,,,rioni,,,http://vocab.getty.edu/tgn/7006124,
36,Italia,Lazio,Frosinone,Cassino,Montecassino,"Montecassino, Abbazia di",,,,,abbeys,"Abbey founded by St. Benedict of Norcia, who died there. It was sacked by Lombards in 589, destroyed by Saracens in 884, and damaged by an earthquake in 1349. The monastery was rebuilt in the early 1500s, and the church was rebuilt and completed by 1727. It suffered more damage at the hands of the French in 1798, but was restored once again by Pope Pius VII. In 1806, it was secularized by Joseph Bonaparte, but nine years later, it was re-established. The abbey was reduced to ruins by Allied bombing in 1944, but has since been completely restored to its appearance after being rebuilt in 1727.",abbey,http://vocab.getty.edu/tgn/7006732,http://www.wikidata.org/entity/Q334051
27,Regno Unito,Gloucestershire,,Gloucester,Highnam,Highnam,,,,,inhabited places,A Cromwellian manor house is here.,,http://vocab.getty.edu/tgn/4005026,
26,Italia,Piemonte,Verbano-Cusio-Ossola,Stresa,Isola Bella,,,,,,,,,,
26,Italia,Umbria,Perugia,Trevi,Pietrarossa,,,,,,,,,,
25,Italia,Umbria,Terni,Narni,Schifanoia,Schifanoia,,,,,,,"Frazione (urban district) of Narni, Province Terni, in the Region of Umbria",,http://www.wikidata.org/entity/Q3952096
22,Italia,Toscana,Firenze,Fiesole,Vincigliata,Vincigliata,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18487555
22,Italia,Toscana,Firenze,Scandicci,San Martino alla Palma,San Martino alla Palma,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18487356
21,Italia,Umbria,Terni,Orvieto,Torre San Severo,,,,,,,,,,
20,Italia,Toscana,Firenze,Reggello,Vallombrosa,,,,,,,,,,
19,Italia,Emilia Romagna,Bologna,Minerbio,San Martino in Soverzano,San Martino in Soverzano,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18438674
19,Italia,Lazio,Rieti,Torri in Sabina,Vescovio,,,,,,,,,,
19,Italia,Lombardia,Milano,Bollate,Castellazzo di Bollate,Castellazzo di Bollate,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q3662256
19,Italia,Veneto,Venezia,Venezia,Murano,Murano,Murano,,,,suburbs,"North suburb of Venice on 5 small islands; noted for basilica of SS. Maria e Donato (12th century), church of San Pietro Martire, and for the production of Venetian glass since the end of the 13th century.",,http://vocab.getty.edu/tgn/7003021,
18,Italia,Lazio,Roma,Palombara Sabina,Stazzano,,,,,,,,,,
18,Italia,Toscana,Arezzo,Chiusi della Verna,La Verna,,,,,,,,,,
18,Italia,Toscana,Firenze,Firenze,Settignano,Settignano,,,,,rioni,,"human settlement in Florence, Tuscany, Italy",http://vocab.getty.edu/tgn/7006128,http://www.wikidata.org/entity/Q942605
18,Italia,Veneto,Venezia,Venezia,Torcello,Torcello,,,,,,,"Island of the Venetian Lagoon, Italy",,http://www.wikidata.org/entity/Q52441
15,Italia,Abruzzi,Teramo,Castel Castagna,Ronzano,,,,,,,,,,
15,Italia,Toscana,Firenze,Tavarnelle Val di Pesa,Badia a Passignano,,,,,,,,,,
14,Italia,Toscana,Firenze,Tavarnelle Val di Pesa,Morrocco,,,,,,,,,,
13,Italia,Abruzzi,L'Aquila,Caporciano,Bominaco,,,,,,,,,,
13,Italia,Lombardia,Brescia,Calvagese della Riviera,Carzago Riviera,Carzago Riviera,,,,,,,"settlement in Calvagese della Riviera, Italy",,http://www.wikidata.org/entity/Q3661025
13,Italia,Marche,Pesaro e Urbino,Pesaro,Ginestreto,Ginestreto,,,,,,,"Human settlement in Pesaro, Italy",,http://www.wikidata.org/entity/Q18498458
13,Italia,Umbria,Perugia,Norcia,Campi,Campi,,,,,,,"human settlement in Norcia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q3651969
13,Italia,Veneto,Venezia,Mirano,Zianigo,,,,,,,,,,
12,Italia,Lazio,Rieti,Fara in Sabina,Farfa,,,,,,,,,,
12,Italia,Umbria,Perugia,Tuoro sul Trasimeno,Isola Maggiore,,,,,,,,,,
11,Italia,Toscana,Prato,Carmignano,Artimino,Artimino,,,,,,,"human settlement in Carmignano, Province of Prato, Tuscany, Italy",,http://www.wikidata.org/entity/Q3624429
11,Italia,Toscana,Prato,Vernio,Montepiano,,,,,,,,,,
11,Italia,Toscana,Siena,Siena,Lecceto Eremo,,,,,,,,,,
11,Italia,Umbria,Perugia,Foligno,Volperino,,,,,,,,,,
11,Italia,Umbria,Perugia,Perugia,Sant'Egidio,Sant'Egidio,,,,,,,,,http://www.wikidata.org/entity/Q18493942
10,Italia,Abruzzi,L'Aquila,Sulmona,Badia,Badia,,,,,,,"frazione of Sulmona, Italy",,http://www.wikidata.org/entity/Q18426390
10,Italia,Emilia Romagna,Parma,Traversetolo,Mamiano,,,,,,,,,,
10,Italia,Piemonte,Torino,Buttigliera Alta,Sant'Antonio di Ranverso,Sant'Antonio di Ranverso,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18444973
10,Italia,Toscana,Siena,Montalcino,Badia Ardenga,,,,,,,,,,
10,Stati Uniti d'America,California,,Beverly Hills (CA),Greenacres,Greenacres,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2011619,
9,Italia,Toscana,Firenze,Fiesole,San Domenico,San Domenico,,,,,,,"village in Fiesole, in the province of Florence, Italy",,http://www.wikidata.org/entity/Q2789382
9,Italia,Toscana,Grosseto,Civitella Paganico,Paganico,,,,,,,,,,
9,Italia,Umbria,Perugia,Cannara,Collemancio,,,,,,,,,,
9,Italia,Umbria,Perugia,Montefalco,San Fortunato,San Fortunato,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18493783
9,Italia,Umbria,Perugia,Sant'Anatolia di Narco,Gavelli,,,,,,,,,,
9,Italia,Umbria,Perugia,Spoleto,Eggi,,,,,,,,,,
9,Italia,Umbria,Perugia,Spoleto,San Giacomo,,,,,,,,,,
9,Italia,Veneto,Treviso,Asolo,Pradazzi,,,,,,,,,,
8,Germania,,,Meiningen,Schloss Elisabethenburg,Schloss Elisabethenburg,,,,,,,"castle in city of Meiningen, Germany",,http://www.wikidata.org/entity/Q2240814
8,Italia,Emilia Romagna,Modena,Sestola,Roncoscaglia,Roncoscaglia,,,,,,,"frazione in Sestola, Italy",,http://www.wikidata.org/entity/Q18441599
8,Italia,Lombardia,Brescia,Borgo San Giacomo,Padernello,,,,,,,,,,
8,Italia,Umbria,Perugia,Perugia,Montelabate,,,,,,,,,,
8,Italia,Umbria,Perugia,Sant'Anatolia di Narco,Caso,,,,,,,,,,
7,Italia,Marche,Macerata,Camerino,Colle Altino,,,,,,,,,,
7,Italia,Toscana,Firenze,Bagno a Ripoli,Vicchio di Rimaggio,Vicchio di Rimaggio,,,,,,,"Human settlement in Bagno a Ripoli, Italy",,http://www.wikidata.org/entity/Q116821139
7,Italia,Toscana,Firenze,Bagno a Ripoli,Villamagna,Villamagna,,,,,,,"human settlement in Bagno a Ripoli, Metropolitan City of Florence, Tuscany, Italy",,http://www.wikidata.org/entity/Q18487549
7,Italia,Toscana,Firenze,Campi Bisenzio,San Donnino,,,,,,,,,,
7,Italia,Toscana,Pisa,Pisa,San Piero a Grado,San Piero a Grado,,,,,,,"human settlement in Pisa, Province of Pisa, Tuscany, Italy",,http://www.wikidata.org/entity/Q3947791
7,Italia,Umbria,Perugia,Assisi,Rivotorto,,,,,,,,,,
7,Italia,Umbria,Perugia,Cerreto di Spoleto,Borgo Cerreto,,,,,,,,,,
6,Italia,Abruzzi,L'Aquila,L'Aquila,Filetto,Filetto,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q18426728
6,Italia,Emilia Romagna,Bologna,Grizzana Morandi,Campolo,Campolo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045712,
6,Italia,Lazio,Viterbo,Capodimonte,Isola Bisentina,,,,,,,,,,
6,Italia,Liguria,Imperia,San Remo,Coldirodi,,,,,,,,,,
6,Italia,Lombardia,Milano,Briosco,Peregallo,,,,,,,,,,
6,Italia,Piemonte,Novara,Orta San Giulio,Isola San Giulio,,,,,,,,,,
6,Italia,Umbria,Perugia,Preci,Piedivalle,Piedivalle,,,,,,,"human settlement in Preci, Italy",,http://www.wikidata.org/entity/Q3902756
6,Italia,Veneto,Treviso,Susegana,Collalto,Collalto,,,,,,,"human settlement in Susegana, Province of Treviso, Veneto, Italy",,http://www.wikidata.org/entity/Q3682684
6,Russia,,,Lomonosov,Oranienbaum,Lomonosov,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010188,
5,Italia,Campania,Caserta,Caserta,San Leucio,,,,,,,,,,
5,Italia,Emilia Romagna,Bologna,Borgo Tossignano,Riviera,,,,,,,,,,
5,Italia,Marche,Fermo,Monte Vidon Combatte,Collina,,,,,,,,,,
5,Italia,Toscana,Firenze,Castelfiorentino,Cambiano,,,,,,,,,,
5,Italia,Toscana,Firenze,Firenze,Peretola,Perétola,,,,,rioni,,,http://vocab.getty.edu/tgn/5002909,
5,Italia,Toscana,Firenze,Lastra a Signa,Malmantile,,,,,,,,,,
5,Italia,Toscana,Firenze,Sesto Fiorentino,Cercina,,,,,,,,,,
5,Italia,Toscana,Firenze,Tavarnelle Val di Pesa,San Donato in Poggio,,,,,,,,,,
5,Italia,Toscana,Lucca,Capannori,Segromigno in Monte,,,,,,,,,,
5,Italia,Umbria,Perugia,Assisi,Rocca Sant'Angelo,,,,,,,,,,
5,Italia,Umbria,Perugia,Città di Castello,Morra,Morra,,,,,,,Italian village,,http://www.wikidata.org/entity/Q3863178
5,Italia,Umbria,Perugia,Foligno,Rasiglia,,,,,,,,,,
5,Italia,Umbria,Perugia,Sellano,Montesanto,,,,,,,,,,
5,Italia,Umbria,Terni,Avigliano Umbro,Toscolano,Toscolano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7038169,
5,Italia,Umbria,Terni,Terni,Cesi,Cesi,,,,,,,"human settlement in Terni, Province of Terni, Umbria, Italy",,http://www.wikidata.org/entity/Q2027814
5,Italia,Veneto,Padova,Battaglia Terme,Catajo,,,,,,,,,,
5,Italia,Veneto,Vicenza,Velo d'Astico,San Giorgio,,,,,,,,,,
5,Regno Unito,,,Leeds,Harewood,Harewood,Harewood,,,,inhabited places,"There are ruins of a 12th-century castle here. Also Harewood House, a magnificent 18th-century home with grounds by Capability Brown.",,http://vocab.getty.edu/tgn/4004816,
5,Regno Unito,West Yorkshire,,Wakefield,Bretton Hall,,,,,,,,,,
5,Slovenia,,,Skofja Loka,Stara Loka,Stara Loka,,,,,,,"part of the town of Škofja Loka, Slovenia",,http://www.wikidata.org/entity/Q2746113
4,Italia,Abruzzi,L'Aquila,Massa d'Albe,Albe,,,,,,,,,,
4,Italia,Friuli Venezia Giulia,Pordenone,San Giorgio della Richinvelda,Provesano,,,,,,,,,,
4,Italia,Lazio,Rieti,Montebuono,Fianello,Fianello,,,,,,,"human settlement in Italy, hamlet of Montebuono",,http://www.wikidata.org/entity/Q18454107
4,Italia,Lombardia,Como,Lanzo d'Intelvi,Scaria,,,,,,,,,,
4,Italia,Marche,Ancona,Fabriano,Cancelli,,,,,,,,,,
4,Italia,Marche,Pesaro e Urbino,Cagli,Monte Martello,,,,,,,,,,
4,Italia,Marche,Pesaro e Urbino,Pesaro,Santa Maria dell'Arzilla,Santa Maria dell'Arzilla,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18498881
4,Italia,Toscana,Firenze,Fiesole,Quintole,,,,,,,,,,
4,Italia,Toscana,Firenze,Firenze,Badia a Ripoli,Badia a Ripoli,,,,,rioni,,,http://vocab.getty.edu/tgn/4001112,
4,Italia,Toscana,Firenze,Montespertoli,Monte Albino,,,,,,,,,,
4,Italia,Toscana,Firenze,Pontassieve,Monteloro,,,,,,,,,,
4,Italia,Toscana,Firenze,Pontassieve,Santa Brigida,,,,,,,,,,
4,Italia,Toscana,Firenze,Vaglia,Pratolino,,,,,,,,,,
4,Italia,Toscana,Grosseto,Grosseto,Montepescali,Montepescali,,,,,inhabited places,,settlement in the Italian municipality of Grosseto,http://vocab.getty.edu/tgn/1045544,http://www.wikidata.org/entity/Q1115311
4,Italia,Toscana,Massa - Carrara,Carrara,Avenza,Avenza,,,,,,,"human settlement in Carrara, Province of Massa and Carrara, Tuscany, Italy",,http://www.wikidata.org/entity/Q1917286
4,Italia,Toscana,Siena,Chiusdino,Montesiepi,,,,,,,,,,
4,Italia,Toscana,Siena,Pienza,Monticchiello,Monticchiello,,,,,,,locality of the town of Pienza,,http://www.wikidata.org/entity/Q15720771
4,Italia,Toscana,Siena,San Giovanni d'Asso,Montisi,,,,,,,,,,
4,Italia,Umbria,Perugia,Foligno,Fiamenga,,,,,,,,,,
4,Italia,Umbria,Perugia,Foligno,Pale,,,,,,,,,,
4,Italia,Umbria,Perugia,Perugia,Civitella Benazzone,Civitella Benazzone,,,,,,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q3678802
4,Italia,Umbria,Perugia,Perugia,Monte Petriolo,Monte Petriolo,,,,,,,hamlet of Perugia,,http://www.wikidata.org/entity/Q2697417
4,Italia,Umbria,Perugia,Perugia,San Martino In Campo,San Martino in Campo,,,,,,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q3947654
4,Italia,Umbria,Perugia,Sant'Anatolia di Narco,Grotti,,,,,,,,,,
4,Italia,Veneto,Treviso,Mogliano Veneto,Mazzocco,Mazzocco,,,,,,,"human settlement in Mogliano Veneto, Province of Treviso, Veneto, Italy",,http://www.wikidata.org/entity/Q2674151
4,Italia,Veneto,Venezia,Venezia,Mestre,Mestre,,,,,inhabited places,"Northwestern suburb of Venice, on the mainland shore; existed in Roman times; site of important fortress 12th cen.; under Venetian domination 1337; incorporated into commune of Venice 1926; includes the industrial districts of Marghera & Porto Marghera.",borough in Venice,http://vocab.getty.edu/tgn/1045359,http://www.wikidata.org/entity/Q541405
4,Regno Unito,Oxfordshire,,,Churchill,Churchill,Churchill,,,,inhabited places,Birthplace of Warren Hastings (1731-1818).,,http://vocab.getty.edu/tgn/7031261,
4,Slovenia,,,,Velesovo,Velesovo,,,,,,,"place in Upper Carniola, Slovenia",,http://www.wikidata.org/entity/Q2796069
3,Italia,Abruzzi,L'Aquila,Avezzano,Cese,Cese,,,,,,,"frazione of Avezzano (AQ), Italy",,http://www.wikidata.org/entity/Q3665599
3,Italia,Abruzzi,L'Aquila,L'Aquila,Coppito,Coppito,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q18426700
3,Italia,Abruzzi,L'Aquila,L'Aquila,Paganica,Paganica,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q2216664
3,Italia,Campania,Caserta,Capua,Sant'Angelo in Formis,,,,,,,,,,
3,Italia,Campania,Caserta,Sessa Aurunca,Rongolise,,,,,,,,,,
3,Italia,Emilia Romagna,Bologna,Castel di Casio,Badi,,,,,,,,,,
3,Italia,Emilia Romagna,Modena,Ravarino,Stuffione,,,,,,,,,,
3,Italia,Friuli Venezia Giulia,Pordenone,Spilimbergo,Barbeano,,,,,,,,,,
3,Italia,Lazio,Viterbo,Viterbo,Montecalvello,Montecalvello,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q3862197
3,Italia,Lazio,Viterbo,Viterbo,San Martino al Cimino,San Martino al Cimino,,,,,inhabited places,,"human settlement in Viterbo, Province of Viterbo, Lazio, Italy",http://vocab.getty.edu/tgn/7008292,http://www.wikidata.org/entity/Q2630393
3,Italia,Liguria,Savona,Albenga,Campochiesa,,,,,,,,,,
3,Italia,Marche,Ancona,Arcevia,Avacelli,,,,,,,,,,
3,Italia,Marche,Ancona,Sassoferrato,Catobagli,,,,,,,,,,
3,Italia,Marche,Fermo,Monte Vidon Combatte,Collina Nuova,,,,,,,,,,
3,Italia,Marche,Pesaro e Urbino,San Lorenzo in Campo,San Vito Sul Cesano,,,,,,,,,,
3,Italia,Piemonte,Novara,Orta San Giulio,Isola di San Giulio,,,,,,,,,,
3,Italia,Piemonte,Verbano-Cusio-Ossola,Verbania,Pallanza,,,,,,,,,,
3,Italia,Puglia,Taranto,Manduria,Uggiano Montefusco,,,,,,,,,,
3,Italia,Sicilia,Messina,Messina,Santo Stefano di Briga,Santo Stefano di Briga,,,,,,,"frazione of Messina, Italy",,http://www.wikidata.org/entity/Q2639385
3,Italia,Sicilia,Palermo,Marineo,Risalaimi,,,,,,,,,,
3,Italia,Toscana,Arezzo,Castel San Niccolò,Cetica,,,,,,,,,,
3,Italia,Toscana,Firenze,Bagno a Ripoli,Antella,Antella,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q18486358
3,Italia,Toscana,Firenze,Barberino Val d'Elsa,Sant'Appiano,,,,,,,,,,
3,Italia,Toscana,Firenze,Certaldo,Bagnano,,,,,,,,,,
3,Italia,Toscana,Firenze,Empoli,Marcignana,Marcignana,,,,,,,"human settlement in Empoli, Metropolitan City of Florence, Tuscany, Italy",,http://www.wikidata.org/entity/Q2386067
3,Italia,Toscana,Firenze,Fiesole,Maiano,Maiano,,,,,,,settlement in the Italian municipality of Fiesole,,http://www.wikidata.org/entity/Q18487093
3,Italia,Toscana,Firenze,Firenze,Brozzi,Brozzi,,,,,rioni,,,http://vocab.getty.edu/tgn/5002856,
3,Italia,Toscana,Firenze,Firenze,Castello,Castello,,,,,rioni,,quarter in Borough 5 - Rifredi - of Florence,http://vocab.getty.edu/tgn/7006125,http://www.wikidata.org/entity/Q2163936
3,Italia,Toscana,Firenze,Greve in Chianti,Panzano in Chianti,,,,,,,,,,
3,Italia,Toscana,Firenze,Lastra a Signa,Brucianesi,,,,,,,,,,
3,Italia,Toscana,Firenze,Montespertoli,Lucardo,,,,,,,,,,
3,Italia,Toscana,Firenze,Pelago,Ristonchi,Ristonchi,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18487312
3,Italia,Toscana,Firenze,Rignano sull'Arno,Rosano,,,,,,,,,,
3,Italia,Toscana,Firenze,Scandicci,Mosciano,Mosciano,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18487167
3,Italia,Toscana,Firenze,Scandicci,Ponte a Greve,,,,,,,,,,
3,Italia,Toscana,Firenze,Vinci,Sant'Ansano,Sant'Ansano,,,,,inhabited places,,human settlement in Italy,http://vocab.getty.edu/tgn/5002936,http://www.wikidata.org/entity/Q18487398
3,Italia,Toscana,Lucca,Camaiore,Capezzano Pianore,,,,,,,,,,
3,Italia,Toscana,Lucca,Lucca,Massapiana,,,,,,,,,,
3,Italia,Toscana,Pisa,Montopoli in Val d'Arno,Marti,,,,,,,,,,
3,Italia,Toscana,Pistoia,Monsummano Terme,Montevettolini,Montevettolini,,,,,,,"human settlement in Monsummano Terme, Province of Pistoia, Tuscany, Italy",,http://www.wikidata.org/entity/Q3862410
3,Italia,Toscana,Pistoia,Montecatini-Terme,Montecatini Alto,Montecatini Alto,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q767338
3,Italia,Toscana,Siena,Montalcino,Castelnuovo dell'Abate,,,,,,,,,,
3,Italia,Toscana,Siena,Monteriggioni,Basciano,,,,,,,,,,
3,Italia,Trentino-Alto Adige,Trento,Trento,Ravina,Ravina,,,,,,,"human settlement in Trento, Trentino, Trentino-South Tyrol, Italy",,http://www.wikidata.org/entity/Q3930585
3,Italia,Umbria,Perugia,Bevagna,Castelbuono,,,,,,,,,,
3,Italia,Umbria,Perugia,Cascia,Collegiacone,,,,,,,,,,
3,Italia,Umbria,Perugia,Foligno,Carpello,,,,,,,,,,
3,Italia,Umbria,Perugia,Gualdo Cattaneo,Marcellano,Marcellano,,,,,,,"human settlement in Gualdo Cattaneo, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q2085238
3,Italia,Umbria,Perugia,Gualdo Tadino,San Pellegrino,San Pellegrino,,,,,,,"human settlement in Gualdo Tadino, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q2290403
3,Italia,Umbria,Perugia,Montefalco,Turrita,Turrita,,,,,,,"human settlement in Montefalco, Italy",,http://www.wikidata.org/entity/Q4000711
3,Italia,Umbria,Perugia,Norcia,Ancarano,,,,,,,,,,
3,Italia,Umbria,Perugia,Panicale,Tavernelle,,,,,,,,,,
3,Italia,Umbria,Perugia,Sigillo,Scirca,,,,,,,,,,
3,Italia,Umbria,Perugia,Trevi,Bovara,,,,,,,,,,
3,Italia,Umbria,Perugia,Trevi,Picciche,,,,,,,,,,
3,Italia,Umbria,Terni,Terni,Collescipoli,Collescipoli,,,,,,,"human settlement in Italy, hamlet of Terni",,http://www.wikidata.org/entity/Q3683006
3,Italia,Veneto,Padova,Teolo,Convento Praglia,Convento Praglia,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18497898
3,Italia,Veneto,Treviso,Asolo,Pagnano,,,,,,,,,,
3,Italia,Veneto,Venezia,Venezia,Burano,Burano,,,,,,,"island in the Venetian Lagoon, Italy",,http://www.wikidata.org/entity/Q52439
3,Italia,Veneto,Venezia,Venezia,Isola di S. Servolo,,,,,,,,,,
3,Italia,Veneto,Verona,Verona,Quinzano,Quinzano,,,,,,,"human settlement in Verona, Province of Verona, Veneto, Italy",,http://www.wikidata.org/entity/Q3927980
3,Regno Unito,Somerset,,Bridgwater,Quantock Lodge,,,,,,,,,,
2,Italia,Abruzzi,L'Aquila,L'Aquila,Bazzano,Bazzano,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q3637119
2,Italia,Abruzzi,L'Aquila,L'Aquila,San Giuliano,San Giuliano,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q52101190
2,Italia,Abruzzi,L'Aquila,Magliano de' Marsi,Rosciolo,,,,,,,,,,
2,Italia,Abruzzi,L'Aquila,Scoppito,Collettara,,,,,,,,,,
2,Italia,Abruzzi,L'Aquila,Tione degli Abruzzi,S. Maria del Ponte,,,,,,,,,,
2,Italia,Campania,Avellino,Mercogliano,Montevergine,,,,,,,,,,
2,Italia,Campania,Salerno,Fisciano,Penta,Penta,,,,,,,"frazione of Fisciano, Italy",,http://www.wikidata.org/entity/Q1242721
2,Italia,Emilia Romagna,Bologna,Castenaso,Marano,,,,,,,,,,
2,Italia,Emilia Romagna,Modena,Formigine,Magreta,,,,,,,,,,
2,Italia,Emilia Romagna,Modena,Mirandola,Santa Giustina Vigona,,,,,,,,,,
2,Italia,Emilia Romagna,Modena,Modena,Ganaceto,Ganaceto,,,,,,,"human settlement in Modena, Province of Modena, Emilia-Romagna, Italy",,http://www.wikidata.org/entity/Q18441014
2,Italia,Emilia Romagna,Piacenza,Vernasca,Vigoleno,,,,,,,,,,
2,Italia,Emilia Romagna,Rimini,Verucchio,Villa Verucchio,,,,,,,,,,
2,Italia,Friuli Venezia Giulia,Pordenone,Brugnera,Maron,,,,,,,,,,
2,Italia,Friuli Venezia Giulia,Pordenone,Pordenone,Villanova,,,,,,,,,,
2,Italia,Lazio,Rieti,Poggio Mirteto,Castel San Pietro,,,,,,,,,,
2,Italia,Lazio,Rieti,Scandriglia,Ponticelli,,,,,,,,,,
2,Italia,Lazio,Roma,Roma,Foro romano,Foro Romano,,,,,,,"Ancient Roman center of the city, a landmark of Rome, Italy",,http://www.wikidata.org/entity/Q180212
2,Italia,Lazio,Viterbo,Tarquinia,Corneto,,,,,,,,,,
2,Italia,Liguria,Genova,Genova,Pegli,Pegli,,,,,inhabited places,,"neighborhood of Genoa, Italy",http://vocab.getty.edu/tgn/7005330,http://www.wikidata.org/entity/Q833271
2,Italia,Liguria,Genova,Genova,Voltri,Voltri,,,,,inhabited places,,"quarter of Genoa, Italy",http://vocab.getty.edu/tgn/1047503,http://www.wikidata.org/entity/Q1516072
