count,country,region,district,city,village,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri
1,Italia,Toscana,Pistoia,Pistoia,Saturnana,Saturnana,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18491204
1,Italia,Toscana,Pistoia,Piteglio,Popiglio,,,,,,,,,,
1,Italia,Toscana,Pistoia,Serravalle Pistoiese,Casalguidi,,,,,,,,,,
1,Italia,Toscana,Pistoia,Serravalle Pistoiese,Castellina,,,,,,,,,,
1,Italia,Toscana,Prato,Prato,Carteano,Carteano,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18491323
1,Italia,Toscana,Prato,Prato,Figline,,,,,,,,,,
1,Italia,Toscana,Prato,Prato,Tavola,Tavola,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q944481
1,Italia,Toscana,Siena,Castellina in Chianti,Sant'Agnese,Sant'Agnese,,,,,,,hamlet of Castellina in Chianti,,http://www.wikidata.org/entity/Q33060531
1,Italia,Toscana,Siena,Castelnuovo Berardenga,Badia Monastero,,,,,,,,,,
1,Italia,Toscana,Siena,Castelnuovo Berardenga,Geggiano,,,,,,,,,,
1,Italia,Toscana,Siena,Castelnuovo Berardenga,Monastero d'Ombrone,,,,,,,,,,
1,Italia,Toscana,Siena,Castelnuovo Berardenga,Vagliagli,Vagliagli,,,,,,,hamlet of Castelnuovo Berardenga,,http://www.wikidata.org/entity/Q4007233
1,Italia,Toscana,Siena,Castiglione d'Orcia,Rocca d'Orcia,Rocca d'Orcia,,,,,,,hamlet of Castiglione d'Orcia,,http://www.wikidata.org/entity/Q2795287
1,Italia,Toscana,Siena,Chiusdino,Frosini,Frosini,,,,,,,hamlet of Chiusdino,,http://www.wikidata.org/entity/Q18491665
1,Italia,Toscana,Siena,Chiusdino,Montesiiepi,,,,,,,,,,
1,Italia,Toscana,Siena,Colle di Val d'Elsa,Castel San Gimignano,,,,,,,,,,
1,Italia,Toscana,Siena,Colle di Val d'Elsa,Collalto,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Camigliano,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Montisi,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Pieve a Salti,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Poggio alle Mura,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Sant'Angelo in Colle,,,,,,,,,,
1,Italia,Toscana,Siena,Montalcino,Torrenieri,,,,,,,,,,
1,Italia,Toscana,Siena,Montepulciano,Montecastello,,,,,,,,,,
1,Italia,Toscana,Siena,Monteriggioni,Abbadia a Isola,,,,,,,,,,
1,Italia,Toscana,Siena,Poggibonsi,Cedda,Cedda,,,,,,,"human settlement in Poggibonsi, Province of Siena, Tuscany, Italy",,http://www.wikidata.org/entity/Q18491571
1,Italia,Toscana,Siena,Poggibonsi,Padule,,,,,,,,,,
1,Italia,Toscana,Siena,Poggibonsi,Staggia,Staggia,,,,,,,"hamlet of Poggibonsi, Italy",,http://www.wikidata.org/entity/Q1367559
1,Italia,Toscana,Siena,Radda in Chianti,Lucarelli,,,,,,,,,,
1,Italia,Toscana,Siena,Radda in Chianti,Volpaia,,,,,,,,,,
1,Italia,Toscana,Siena,Rapolano Terme,Serre Di Rapolano,,,,,,,,,,
1,Italia,Toscana,Siena,Rapolano Terme,Serre di Rapolano,,,,,,,,,,
1,Italia,Toscana,Siena,San Gimignano,Casaglia,,,,,,,,,,
1,Italia,Toscana,Siena,San Gimignano,Larniano,,,,,,,,,,
1,Italia,Toscana,Siena,San Gimignano,Ulignano,Ulignano,,,,,,,hamlet of San Gimignano,,http://www.wikidata.org/entity/Q18492034
1,Italia,Toscana,Siena,Siena,Abbadia,Abbadia,,,,,,,hamlet of Siena,,http://www.wikidata.org/entity/Q18491420
1,Italia,Toscana,Siena,Siena,Le Tolfe,Le Tolfe,,,,,,,"hamlet of Siena, Italy",,http://www.wikidata.org/entity/Q18491724
1,Italia,Toscana,Siena,Siena,Lecceto,,,,,,,,,,
1,Italia,Toscana,Siena,Siena,Montepertuso,,,,,,,,,,
1,Italia,Toscana,Siena,Siena,Petriolo,,,,,,,,,,
1,Italia,Toscana,Siena,Siena,San Rocco a Pilli,,,,,,,,,,
1,Italia,Toscana,Siena,Siena,Sant'Andrea a Montecchio,Sant'Andrea a Montecchio,,,,,,,"church building in Sant'Andrea a Montecchio, Siena",,http://www.wikidata.org/entity/Q122102493
1,Italia,Toscana,Siena,Siena,Terrenzano,Terrenzano,,,,,,,,,http://www.wikidata.org/entity/Q123753875
1,Italia,Toscana,Siena,Siena,Val di Pugna,Val di Pugna,,,,,,,"hamlet of Siena, Italy",,http://www.wikidata.org/entity/Q18492038
1,Italia,Toscana,Siena,Siena,Vignano,Vignano,,,,,,,"village in Siena, Tuscany",,http://www.wikidata.org/entity/Q98834030
1,Italia,Toscana,Siena,Sinalunga,Farnetella,Farnetella,,,,,,,"human settlement in Sinalunga, Province of Siena, Tuscany, Italy",,http://www.wikidata.org/entity/Q2157635
1,Italia,Toscana,Siena,Sinalunga,Fratta,Fratta,,,,,,,"village in Sinalunga, Italy",,http://www.wikidata.org/entity/Q3820862
1,Italia,Toscana,Siena,Sovicille,Rosia,,,,,,,,,,
1,Italia,Toscana,Siena,Sovicille,Torri,,,,,,,,,,
1,Italia,Toscana,Siena,Trequanda,Petroio,Petroio,,,,,,,"hamlet of Trequanda, Province of Siena, Italy",,http://www.wikidata.org/entity/Q3246578
1,Italia,Trentino-Alto Adige,Bolzano,Ortisei - St. Ulrich,San Giacomo,,,,,,,,,,
1,Italia,Trentino-Alto Adige,Trento,Coredo,San Romedio,,,,,,,,,,
1,Italia,Trentino-Alto Adige,Trento,Pomarolo,Chiusole,Chiusole,,,,,,,"human settlement in Pomarolo, Trentino, Trentino-South Tyrol, Italy",,http://www.wikidata.org/entity/Q3675247
1,Italia,Umbria,Perugia,Assisi,Castelnuovo,,,,,,,,,,
1,Italia,Umbria,Perugia,Assisi,Colderba,,,,,,,,,,
1,Italia,Umbria,Perugia,Assisi,Petrignano,,,,,,,,,,
1,Italia,Umbria,Perugia,Bevagna,Torre Del Colle,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Cerasola,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Colle S. Stefano,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Colle di Avendita,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Fogliano,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Maltignano,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,Piandoli,,,,,,,,,,
1,Italia,Umbria,Perugia,Cascia,San Giorgio,,,,,,,,,,
1,Italia,Umbria,Perugia,Castel Ritaldi,Bruna,,,,,,,,,,
1,Italia,Umbria,Perugia,Castel Ritaldi,Colle del Marchese,,,,,,,,,,
1,Italia,Umbria,Perugia,Cerreto di Spoleto,Ponte di Borgo,,,,,,,,,,
1,Italia,Umbria,Perugia,Città di Castello,Badia Petroia,Badia Petroia,,,,,,,hamlet of Città di Castello,,http://www.wikidata.org/entity/Q3111245
1,Italia,Umbria,Perugia,Collazzone,Casalalta,,,,,,,,,,
1,Italia,Umbria,Perugia,Corciano,Migiana,,,,,,,,,,
1,Italia,Umbria,Perugia,Deruta,Fanciullata,Fanciullata,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18492758
1,Italia,Umbria,Perugia,Foligno,Cancelli,,,,,,,,,,
1,Italia,Umbria,Perugia,Foligno,Marano,,,,,,,,,,
1,Italia,Umbria,Perugia,Foligno,Roviglieto,,,,,,,,,,
1,Italia,Umbria,Perugia,Foligno,Serrone,,,,,,,,,,
1,Italia,Umbria,Perugia,Foligno,Verchiano,,,,,,,,,,
1,Italia,Umbria,Perugia,Giano dell'Umbria,Castagnola,,,,,,,,,,
1,Italia,Umbria,Perugia,Gualdo Tadino,Nasciano,,,,,,,,,,
1,Italia,Umbria,Perugia,Gualdo Tadino,Pastina,Pastina,,,,,,,,,http://www.wikidata.org/entity/Q18493348
1,Italia,Umbria,Perugia,Gubbio,Camporeggiano,,,,,,,,,,
1,Italia,Umbria,Perugia,Gubbio,Pieve di Agnano,,,,,,,,,,
1,Italia,Umbria,Perugia,Gubbio,Valdichiascio,,,,,,,,,,
1,Italia,Umbria,Perugia,Lisciano Niccone,Val di Rose,,,,,,,,,,
1,Italia,Umbria,Perugia,Magione,Monte Del Lago,,,,,,,,,,
1,Italia,Umbria,Perugia,Marsciano,Cerqueto,,,,,,,,,,
1,Italia,Umbria,Perugia,Marsciano,Olmeto,,,,,,,,,,
1,Italia,Umbria,Perugia,Marsciano,Papiano,,,,,,,,,,
1,Italia,Umbria,Perugia,Marsciano,Pieve Caina,,,,,,,,,,
1,Italia,Umbria,Perugia,Marsciano,Spina,,,,,,,,,,
1,Italia,Umbria,Perugia,Montefalco,Montepennino,Montepennino,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18493187
1,Italia,Umbria,Perugia,Nocera Umbra,Acciano,,,,,,,,,,
1,Italia,Umbria,Perugia,Nocera Umbra,Boschetto,,,,,,,,,,
1,Italia,Umbria,Perugia,Nocera Umbra,Colle Aprico,,,,,,,,,,
1,Italia,Umbria,Perugia,Norcia,Capo del Colle Ancarano,,,,,,,,,,
1,Italia,Umbria,Perugia,Norcia,Forsivo,Forsivo,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18492807
1,Italia,Umbria,Perugia,Norcia,San Marco,San Marco,,,,,,,"human settlement in Norcia, Italy",,http://www.wikidata.org/entity/Q3947584
1,Italia,Umbria,Perugia,Norcia,San Pellegrino,San Pellegrino,,,,,,,"human settlement in Norcia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q18493839
1,Italia,Umbria,Perugia,Norcia,Sant'Andrea,,,,,,,,,,
1,Italia,Umbria,Perugia,Norcia,Savelli,Savelli,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18493972
1,Italia,Umbria,Perugia,Passignano sul Trasimeno,San Vito,San Vito,,,,,,,hamlet of Passignano sul Trasimeno,,http://www.wikidata.org/entity/Q18493874
1,Italia,Umbria,Perugia,Perugia,Castel del Piano,Castel del Piano,,,,,,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q2417503
1,Italia,Umbria,Perugia,Perugia,Fratticiola Selvatica,Fratticiola Selvatica,,,,,,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q1829337
1,Italia,Umbria,Perugia,Perugia,Piccione,Piccione,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18493416
1,Italia,Umbria,Perugia,Perugia,Ponte Felcino,Ponte Felcino,,,,,,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q18493538
1,Italia,Umbria,Perugia,Perugia,Ripa,Ripa,,,,,,,"human settlement in Perugia, Italy",,http://www.wikidata.org/entity/Q3936322
1,Italia,Umbria,Perugia,Perugia,San Giovanni del Pantano,San Giovanni del Pantano,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18493793
1,Italia,Umbria,Perugia,Perugia,San Martino in Colle,San Martino in Colle,,,,,inhabited places,,"human settlement in Perugia, Province of Perugia, Umbria, Italy",http://vocab.getty.edu/tgn/7041362,http://www.wikidata.org/entity/Q18493826
1,Italia,Umbria,Perugia,Perugia,Sant'Enea,Sant'Enea,,,,,,,"human settlement in Italy, hamlet of Perugia",,http://www.wikidata.org/entity/Q18493947
1,Italia,Umbria,Perugia,Poggiodomo,Roccatamburo,Roccatamburo,,,,,,,"human settlement in Italy, hamlet of Poggiodomo",,http://www.wikidata.org/entity/Q18493703
1,Italia,Umbria,Perugia,Preci,Abeto,Abeto,,,,,,,"frazione in Preci, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q2151408
1,Italia,Umbria,Perugia,Preci,Montaglioni,Montaglioni,,,,,,,"human settlement in Preci, Italy",,http://www.wikidata.org/entity/Q3861060
1,Italia,Umbria,Perugia,Preci,Todiano,Todiano,,,,,,,"human settlement in Preci, Province of Perugia, Umbria, Italy",,http://www.wikidata.org/entity/Q3992173
1,Italia,Umbria,Perugia,San Giustino,Selci - Lama,,,,,,,,,,
1,Italia,Umbria,Perugia,Sant'Anatolia di Narco,Castel San Felice,,,,,,,,,,
1,Italia,Umbria,Perugia,Scheggino,Collefabbri,,,,,,,,,,
1,Italia,Umbria,Perugia,Scheggino,San Valentino,,,,,,,,,,
1,Italia,Umbria,Perugia,Sellano,Cammoro,,,,,,,,,,
1,Italia,Umbria,Perugia,Sellano,Forfi,,,,,,,,,,
1,Italia,Umbria,Perugia,Sellano,Pupaggi,,,,,,,,,,
1,Italia,Umbria,Perugia,Spoleto,Azzano,,,,,,,,,,
1,Italia,Umbria,Perugia,Spoleto,Rapicciano,,,,,,,,,,
1,Italia,Umbria,Perugia,Spoleto,San Silvestro,,,,,,,,,,
1,Italia,Umbria,Perugia,Spoleto,Sant'Angelo in Mercole,,,,,,,,,,
1,Italia,Umbria,Perugia,Todi,Chioano,,,,,,,,,,
1,Italia,Umbria,Perugia,Trevi,Manciano,,,,,,,,,,
1,Italia,Umbria,Perugia,Umbertide,Pierantonio,,,,,,,,,,
1,Italia,Umbria,Perugia,Valfabbrica,Casacastalda,,,,,,,,,,
1,Italia,Umbria,Perugia,Valfabbrica,Giomici,,,,,,,,,,
1,Italia,Umbria,Perugia,Vallo di Nera,Piedipaterno sul Nera,,,,,,,,,,
1,Italia,Umbria,Perugia,Valtopina,Gallano,,,,,,,,,,
1,Italia,Umbria,Roma,Cascia,Fogliano,,,,,,,,,,
1,Italia,Umbria,Terni,Acquasparta,Firenzuola,,,,,,,,,,
1,Italia,Umbria,Terni,Amelia,Porchiano,,,,,,,,,,
1,Italia,Umbria,Terni,Arrone,Casteldilago,,,,,,,,,,
1,Italia,Umbria,Terni,Ferentillo,Macenano,Macenano,,,,,,,"frazione in Ferentillo, Italy",,http://www.wikidata.org/entity/Q18494802
1,Italia,Umbria,Terni,Ferentillo,Monterivoso,Monterivoso,,,,,,,"frazione in Ferentillo, Italy",,http://www.wikidata.org/entity/Q18494844
1,Italia,Umbria,Terni,Ferentillo,San Mamiliano,San Mamiliano,,,,,,,"frazione in Ferentillo, Italy",,http://www.wikidata.org/entity/Q18495012
1,Italia,Umbria,Terni,Narni,Narni Scalo,Narni Scalo,,,,,inhabited places,,"human settlement in Narni, Province of Terni, Umbria, Italy",http://vocab.getty.edu/tgn/7051201,http://www.wikidata.org/entity/Q18494864
1,Italia,Umbria,Terni,Terni,Collerolletta I,,,,,,,,,,
1,Italia,Valle d'Aosta,Aosta,Arvier,Leverogne,,,,,,,,,,
1,Italia,Veneto,Belluno,Belluno,Orzes,,,,,,,,,,
1,Italia,Veneto,Belluno,Belluno,Sargnano,,,,,,,,,,
1,Italia,Veneto,Belluno,Belluno,Tisoi,,,,,,,,,,
1,Italia,Veneto,Belluno,Belluno,Visome,,,,,,,,,,
1,Italia,Veneto,Belluno,Feltre,Villabruna - Umin,,,,,,,,,,
1,Italia,Veneto,Padova,Candiana,Pontecasale,,,,,,,,,,
1,Italia,Veneto,Padova,Padova,Pontevigodarzere,,,,,,,,,,
1,Italia,Veneto,Padova,Padova,San Gregorio,,,,,,,,,,
1,Italia,Veneto,Padova,Padova,Torre,Torre,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q1120154
1,Italia,Veneto,Padova,Ponte San Nicolò,Roncaiette,,,,,,,,,,
1,Italia,Veneto,Padova,Teolo,Praglia,,,,,,,,,,
1,Italia,Veneto,Rovigo,Rovigo,Mardimago,,,,,,,,,,
1,Italia,Veneto,Treviso,Altivole,S. Vito,,,,,,,,,,
1,Italia,Veneto,Treviso,Fregona,Osigo,,,,,,,,,,
1,Italia,Veneto,Treviso,Mogliano Veneto,Zerman,Zerman,,,,,,,frazione of Mogliano Veneto,,http://www.wikidata.org/entity/Q2798066
1,Italia,Veneto,Treviso,Paese,Padernello,,,,,,,,,,
1,Italia,Veneto,Treviso,Preganziol,Sambughè,,,,,,,,,,
1,Italia,Veneto,Treviso,Preganziol,Sambughé,,,,,,,,,,
1,Italia,Veneto,Treviso,Vedelago,Cavasagra,,,,,,,,,,
1,Italia,Veneto,Venezia,Santo Stino di Livenza,Corbolone,Corbolone,,,,,,,"settlement in San Stino di Livenza, Italy",,http://www.wikidata.org/entity/Q18503222
1,Italia,Veneto,Venezia,Venezia,Carpenedo,Carpenedo,,,,,inhabited places,,"human settlement in Venice, Italy",http://vocab.getty.edu/tgn/7049424,http://www.wikidata.org/entity/Q3660659
1,Italia,Veneto,Venezia,Venezia,Giudecca,La Giudecca,,,,,suburbs,"Island in the Venetian lagoon, S suburb of Venice, administratively part of the sestiere of Dorsoduro; site of church of Santa Eufemia (9th cen.), church of the Redentore (Palladio, 1577), church of the Zitelle (design by Palladio, 1579-1580).",,http://vocab.getty.edu/tgn/5004190,
1,Italia,Veneto,Venezia,Venezia,Lido,Lido,,,,,,,settlement on island Lido de Venezia,,http://www.wikidata.org/entity/Q16866834
1,Italia,Veneto,Venezia,Venezia,Malamocco,Malamocco,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q1886727
1,Italia,Veneto,Verona,Bussolengo,Bussolengo,,,,,,,,,,
1,Italia,Veneto,Verona,Caprino Veronese,Boi,Boi,,,,,,,village in Caprino Veronese,,http://www.wikidata.org/entity/Q113303876
1,Italia,Veneto,Verona,Dolcè,Volargne,Volargne,,,,,,,"human settlement in Dolcè, Province of Verona, Veneto, Italy",,http://www.wikidata.org/entity/Q18505750
1,Italia,Veneto,Verona,Illasi,Cellore,,,,,,,,,,
1,Italia,Veneto,Verona,Lazise,Colà,Colà,,,,,,,"frazione of Lazise, Italy",,http://www.wikidata.org/entity/Q1113069
1,Italia,Veneto,Verona,Legnago,Porto,,,,,,,,,,
1,Italia,Veneto,Verona,Negrar,Arbizzano - Santa Maria,,,,,,,,,,
1,Italia,Veneto,Verona,San Martino Buon Albergo,Marcellise,,,,,,,,,,
1,Italia,Veneto,Verona,Verona,Montorio,Montorio,,,,,,,"kindergarten in Verona, Verona, Veneto, Italy",,http://www.wikidata.org/entity/Q52823921
1,Italia,Veneto,Verona,Verona,Quinto di Valpantena,,,,,,,,,,
1,Italia,Veneto,Verona,Vigasio,Alzeri,,,,,,,,,,
1,Italia,Veneto,Vicenza,Cismon del Grappa,Primolano,,,,,,,,,,
1,Italia,Veneto,Vicenza,Lugo di Vicenza,Villa Godi,Villa Godi,,,,,,,"villa in Lugo di Vicenza, Veneto, Italy",,http://www.wikidata.org/entity/Q2084394
1,Italia,Veneto,Vicenza,Vicenza,Ilarione,,,,,,,,,,
1,Paesi Bassi,,,Bennebroeck,De Hartekamp,,,,,,,,,,
1,Polonia,,,Varsavia,Wilanów,Wilanów,,,,,,,"District of Warsaw, Poland.",,http://www.wikidata.org/entity/Q1887504
1,Polonia,,,Wegorzewo,Czerwony Dwór,Czerwony Dwór,,,,,,,,,http://www.wikidata.org/entity/Q106189064
1,Regno Unito,,,,Blandford,Blandford Forum,Blandford Forum,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011286,
1,Regno Unito,,,,"The Hendre, Monmouth",,,,,,,,,,
1,Regno Unito,,,Blackheath,Wricklesmarsh House,,,,,,,,,,
1,Regno Unito,,,Jersey,Saint Helier,,,,,,,,,,
1,Regno Unito,,,Kent,Horsmonden,Horsmonden,Horsmonden,,,,inhabited places,,,http://vocab.getty.edu/tgn/7460152,
1,Regno Unito,,,Londra,Dulwich Common,,,,,,,,,,
1,Regno Unito,,,Londra,Esher,Esher,Esher,,,,inhabited places,"Urban district located 15 miles SW of London; site of Esher Place, home of Cardinal Wolsey in 1529.",,http://vocab.getty.edu/tgn/7011739,
1,Regno Unito,,,Newark,Shelton Hall,,,,,,,,,,
1,Regno Unito,,,Stanstead,Essex,Essex,Essex,,,,counties,"Comprises flat coasts, tidal inlets and islands; inhabited by prehistoric peoples, Romans by 1st century, Saxons by 5th century and by Danes after Battle of Maldon in 991; economy based on light industry, livestock, produce, and tourism in Southend and Tendring.",ceremonial county in England (use Q21272241 for administrative non-metropolitan county),http://vocab.getty.edu/tgn/7008131,http://www.wikidata.org/entity/Q23240
1,Regno Unito,,,Wareham,East Lulworth,East Lulworth,East Lulworth,,,,inhabited places,With West Lulworth: ruined castle here; the first post-Reformation Roman Catholic church was built here.,,http://vocab.getty.edu/tgn/4003488,
1,Regno Unito,Berkshire,,Maidenhead,Littlewick Green,,,,,,,,,,
1,Regno Unito,Cheshire,,Chester,Saighton,Saighton,Saighton,,,,inhabited places,,,http://vocab.getty.edu/tgn/7447843,
1,Regno Unito,Derbyshire,,,Kedleston,Kedleston,Kedleston,,,,inhabited places,Ancient seat of the Curzons; Kedleston Hall is a superb Georgian house with work by Robert Adam.,,http://vocab.getty.edu/tgn/5000775,
1,Regno Unito,Hertfordshire,,Willian,Roxley House,,,,,,,,,,
1,Regno Unito,Kent,,,Cobham,Cobham,Cobham,,,,inhabited places,,,http://vocab.getty.edu/tgn/1136686,
1,Regno Unito,Kent,,Cobham,Cobham Hall,Cobham Hall,,,,,,,"independent school in Kent, United Kingdom",,http://www.wikidata.org/entity/Q5138885
1,Regno Unito,Kent,,Lenham,Sandway,Sandway,,,,,,,"village in Kent, United Kingdom",,http://www.wikidata.org/entity/Q7417040
1,Regno Unito,Lancashire,,Rochdale,Beechwood Hall,,,,,,,,,,
1,Regno Unito,Middlesex,,Stanmore,Hill House,,,,,,,,,,
1,Regno Unito,Norfolk,,Wells-next-the-Sea,Holkham Hall,Holkham Hall,,,,,,,"large 18th-century Palladian country house in Norfolk, England, UK",,http://www.wikidata.org/entity/Q1624722
1,Regno Unito,Oxfordshire,,Burford,Westwell,Westwell,Westwell,,,,inhabited places,Westwell Manor is here.,,http://vocab.getty.edu/tgn/7031376,
1,Regno Unito,Shropshire,,Shrewsbury,Attingham Hall,,,,,,,,,,
1,Regno Unito,South West,,Bristol,Henbury,Henbury,,,,,inhabited places,Henbury Hall.,,http://vocab.getty.edu/tgn/7012231,
1,Regno Unito,Surrey,,Esher,Sandown Park,,,,,,,,,,
1,Regno Unito,West Sussex,,Chichester,Wisborough Green,Wisborough Green,Wisborough Green,,,,inhabited places,,,http://vocab.getty.edu/tgn/7445501,
1,Regno Unito,Wiltshire,,Salisbury,Clouds,,,,,,,,,,
1,Regno Unito,Worcestershire,,Alvenchurch,Weatheroak Hall,,,,,,,,,,
1,Regno Unito,Yorkshire,,,Escrick Park,,,,,,,,,,
1,Repubblica del Kosovo,,,Pristina,Gracanica,,,,,,,,,,
1,San Marino,,,,Valdragone,Valdragone,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011604,
1,Serbia,,,Belgrado,Dedinje,Dedinje,,,,,,,neighborhood,,http://www.wikidata.org/entity/Q646175
1,Slovenia,,,Maribor,Vurberg,,,,,,,,,,
1,Spagna,,,Madrid,Madrid,Comunidad de Madrid,Madrid,Madrid,Autonome Region Madrid,Communauté de Madrid,autonomous communities,,autonomous community of Spain,http://vocab.getty.edu/tgn/7002795,http://www.wikidata.org/entity/Q5756
1,Stati Uniti d'America,California,,Los Angeles (CA),Greenacres,Greenacres,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2011619,
1,Stati Uniti d'America,California,,San Diego (CA),La Jolla,La Jolla,,,,,neighborhoods,,"neighborhood in San Diego, California, United States",http://vocab.getty.edu/tgn/7013846,http://www.wikidata.org/entity/Q840668
1,Stati Uniti d'America,Michigan,,Detroit (MI),Hartland,Hartland,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2052149,
1,Stati Uniti d'America,New York,,Allegany (N.Y.),St. Bonaventure,Saint Bonaventure,,,,,inhabited places,,"census-designated place in Cattaraugus County, New York, United States of America",http://vocab.getty.edu/tgn/7015829,http://www.wikidata.org/entity/Q3315920
1,Stati Uniti d'America,New York,,Long Island (NY),Great Neck,Great Neck,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2069461,
1,Stati Uniti d'America,New York,,Long Island (NY),Sands Point,Sands Point,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2072130,
1,Stati Uniti d'America,New York,,New York (NY),Queens,Queens,,,,,counties,Coextensive with the borough of Queens.,"county in New York, United States",http://vocab.getty.edu/tgn/1002814,http://www.wikidata.org/entity/Q5142559
1,Stati Uniti d'America,New York,,New York (NY),Scarsdale,Scarsdale,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7015825,
1,Svizzera,,,,Vevey,Vevey,,,,,inhabited places,"Located on Lake Geneva. Originally a Roman settlement, it developed into a thriving trading center during the Middle Ages.",,http://vocab.getty.edu/tgn/7007491,
1,Svizzera,,,Lugano,Ruvigliana,Ruvigliana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003615,
1,Svizzera,Cantone Ticino,,Bellinzona,Ravecchia,Ravecchia,,,,,,,"village and former municipality in Bellinzona in the canton of Ticino, Switzerland",,http://www.wikidata.org/entity/Q3930562