Value in SGTI (work of art record subject),cod ICONCLASS (Field DESI),
Adamo ed Eva nel paradiso terrestre,71 A 35,TRUE
Allegoria della Fama,59 B 32 (+2),TRUE
Allegoria dell'Abbondanza,51 H 42,TRUE
Allegoria dell'Inverno,23 D 41 0,TRUE
Antioco e Stratonice,98 B (ANTIOCHUS I) 61,TRUE
Apparizione di Cristo risorto alla Madonna,73 E 32,TRUE
Apparizione di san Michele Arcangelo sul monte Gargano,11 G 18 34 1,TRUE
Artemisia,98 C (ARTEMISIA) 6,TRUE
Bacco,92 L 1,TRUE
Banchetto degli dei,93 A 1,TRUE
Comunione degli apostoli,73 D 24 5,TRUE
Concerto campestre,48 CC 75 3,TRUE
Cristo cammina sulle acque del lago di Tiberiade,73 C 32 2,TRUE
Cristo crocifisso tra i dolenti,73 D 64 1,TRUE
Cristo guarisce la figlia della Cananea,73 C 43 1,TRUE
Cristo morto,73 D 76 1,TRUE
Danza di contadini,43 AA 23,TRUE
Diana e Callisto,92 C 35 21 1,TRUE
Ercole e il leone di Nemea,94 L 32 1,TRUE
Giaele uccide Sisara,71 F 15 44,TRUE
Inferno,11 T 1,TRUE
Martirio di sant'Orsola e delle sue compagne,11 HH (URSULA) 61,TRUE
Matrimonio mistico di santa Caterina da Siena,11 HH (CATHERINE OF SIENA) 34 1,TRUE
Mendicanti,46 A 15 1,TRUE
Misteri del Rosario,11 Q 75 12 1,TRUE
Mosè difende le figlie di Jetro,71 E 11 32 1,TRUE
Putti vendemmiatori,92 D 19 16,TRUE
Ratto di Ganimede,92 BB 12 1,TRUE
Sacra Famiglia con san Giovanni Battista,73 B 82 1,TRUE
Salomone adora gli idoli,71 I 53 1,TRUE
San Benedetto (?),11 H (BENEDICT),TRUE
San Giovanni Battista indica Cristo come l'Agnello di Dio,73 C 11 3,TRUE
San Giovanni Evangelista resuscita Drusiana,73 F 23 44 4,TRUE
Cacciata degli angeli ribelli dal paradiso,11 G 32,TRUE
San Nicola di Bari impedisce la decapitazione di un soldato innocente,11 H (NICHOLAS) 54,TRUE
San Paolo e san Pietro,11 H (PETER) : 11 H (PAUL),TRUE
San Raffaele Arcangelo,11 G 18 5,TRUE
Santa Maria Maddalena (?),11 HH (MARY MAGDALENE),TRUE
Sant'Antonio Abate (?),11 H (ANTONY ABBOT),TRUE
Santi francescani,11 P 31 5 (FRANCESCANI),TRUE
Santi vescovi,11 P 31 13,TRUE
Suonatore di liuto,48 C 75 11 1 : 48 C 73 23,TRUE
Testa di Cristo incoronata di spine,73 D 35 22,TRUE
Ultima comunione di santa Maria Maddalena,11 HH (MARY MAGDALENE) 68 1,TRUE
Verifica della vera croce,11 D 41 16 3,TRUE
Visita di Alessandro Magno a Diogene,98 B (DIOGENES) 51,TRUE
Adamo ed Eva rimproverati da Dio,71 A 53,TRUE
Agar e Ismaele nel deserto,71 C 12 84,TRUE
Agnus Dei,11 D 13 11,TRUE
Allegoria dell'Architettura,48 C 10,TRUE
Angeli adoranti,11 G 25,TRUE
Annuncio del transito della Madonna,73 E 71,TRUE
Apparizione della Madonna a san Bernardo scrivente,11 H (BERNARD) 34 1 (+3),TRUE
Atteone divorato dai cani,97 C 11,TRUE
Aurora,23 R 11 0,TRUE
Circe,95 B (CIRCE),TRUE
Cristo incoronato di spine,73 D 35 2,TRUE
Cristo Salvatore,11 D 32 4,TRUE
Cristo spogliato delle sue vesti,73 D 51,TRUE
Danza di Salome,73 C 13 3,TRUE
David e Golia,71 H 14 4,TRUE
Dio Padre tra angeli,11 C 2 (+3),TRUE
Educazione di Maria Vergine,73 A 33,TRUE
Ezechiele,11 I 62 (EZEKIEL) 3,TRUE
Flora,96 A 23,TRUE
Galatea,92 I 22,TRUE
Giacobbe lotta con l'angelo,71 C 32 22,TRUE
Giuseppe interpreta i sogni del Faraone,71 D 15 5,TRUE
Incontro di san Francesco d'Assisi e san Domenico,11 H (DOMINIC) 41,TRUE
Morte di san Francesco d'Assisi,11 H (FRANCIS) 68,TRUE
Ratto di Europa,92 B 12 18,TRUE
San Bernardo di Chiaravalle,11 H (BERNARD),TRUE
San Francesco d'Assisi riceve Gesù Bambino dalla Madonna,11 H (FRANCIS) 34 4,TRUE
San Francesco di Paola,11 H (FRANCIS OF PAOLA),TRUE
San Giovanni Battista battezza le folle,73 C 12,TRUE
San Girolamo (?),11 H (JEROME),TRUE
San Giuliano l'Ospedaliere uccide il padre e la madre,11 H (JULIAN) 41,TRUE
San Silvestro battezza l'imperatore Costantino,11 H (SYLVESTER) 41,TRUE
Santa Cecilia (?),11 HH (CECILIA),TRUE
Santa Chiara (?),11 HH (CLARE),TRUE
Santa Giustina,11 HH (JUSTINA OF PADUA),TRUE
Santa Lucia (?),11 HH (LUCY),TRUE
Santa Marta,11 HH (MARTHA),TRUE
Santa Marta rimprovera santa Maria Maddalena per la sua vanità,11 HH (MARTHA) 41,TRUE
Sant'Andrea in adorazione della croce,73 F 25 34 2,TRUE
Sant'Antonio da Padova e il miracolo del neonato,11 H (ANTONY OF PADUA) 5,TRUE
Sibilla Persica,11 I 2 (PERSIAN),TRUE
Trionfo della Morte,43 A 43 13,TRUE
Trionfo di Cupido,92 D 17 8,TRUE
Visione di sant'Eustachio,11 H (EUSTACE) 34,TRUE
Allegoria del Tempo che svela la Verità,23 A 41,TRUE
Allegoria della Pace,45 A 20,TRUE
Allegoria della Poesia,48 C 90 1,TRUE
Angeli con simboli della Passione,73 D 81 (+3),TRUE
Articolo del Credo,11 L 31,TRUE
Atalanta e Ippomene,95 B (ATALANTE) 21 11,TRUE
Clemenza di Scipione,98 B (SCIPIO AFRICANUS MAJOR) 51 1,TRUE
Commiato di Tobia dal padre,71 T 53,TRUE
Costruzione dell'arca di Noè,71 B 32,TRUE
Cristo benedicente tra gli apostoli,11 D 33 5 : 11 I 3,TRUE
Cristo in gloria,11 D 32 2 (+31),TRUE
Cristo in pietà e angeli con simboli della Passione,73 D 73 1 : 73 D 81 (+3),TRUE
Cristo tentato da Satana,73 C 22,TRUE
Diana cacciatrice,92 C 35 1,TRUE
Diogene,98 B (DIOGENES),TRUE
Disputa di santo Stefano nel Sinedrio,73 F 35 61,TRUE
Elia nutrito dai corvi,71 M 12,TRUE
Episodi del Nuovo Testamento,73,TRUE
Episodio del Nuovo Testamento,73,TRUE
Ercole al bivio,94 L 72,TRUE
Ercole e l'idra di Lerna,94 L 32 2,TRUE
Esercito egiziano sommerso dal mar Rosso,71 E 12 23 1,TRUE
Galatea e Aci,92 I 22 21,TRUE
Giove e Io,92 B 12 19,TRUE
Giustizia,11 M 44,TRUE
Guerriero,45 B,TRUE
Istituzione dell'Eucaristia,73 D 24 4,TRUE
Madonna leggente,73 A 51,TRUE
Maledizione di Caino,71 A 83 2,TRUE
Marte,92 B 4,TRUE
Minerva,92 C 2,TRUE
Pan e Siringa,97 BB 5,TRUE
Professione di fede del centurione,73 D 63 1,TRUE
San Benedetto riceve la visita di Totila,11 H (BENEDICT) 41,TRUE
San Carlo Borromeo,11 H (CHARLES BORROMEO),TRUE
San Galgano,11 H (GALGANO),TRUE
San Giovanni Battista in meditazione nel deserto,73 A 18 1,TRUE
San Giovanni Battista in prigione,73 C 13 21,TRUE
San Giovanni Evangelista immerso nell'olio bollente,73 F 23 51,TRUE
San Mauro,11 H (MAURO),TRUE
San Pietro (?),11 H (PETER),TRUE
San Pietro salvato dalle acque,73 C 32 4,TRUE
San Rocco guarisce gli appestati,11 H (ROCH) 51,TRUE
San Simone,11 H (SIMON),TRUE
San Simone Stock riceve dalla Madonna lo scapolare,11 H (SIMON STOCK) 34,TRUE
San Zanobi,11 H (ZANOBI),TRUE
Santa Caterina d'Alessandria riceve in carcere la visita dell'imperatrice Faustina,11 HH (CATHERINE) 42,TRUE
Santa Maria Maddalena leggente,11 HH (MARY MAGDALENE) 1,TRUE
Sant'Agostino nello studio,11 H (AUGUSTINE) 12,TRUE
Sant'Andrea condotto al martirio,73 F 25 34,TRUE
Tobia ridona la vista al padre,71 T 77,TRUE
Traslazione del corpo di santa Caterina d'Alessandria sul monte Sinai,11 HH (CATHERINE) 81,TRUE
Trionfo della Castità,43 A 43 12,TRUE
Tuccia trasporta l'acqua col setaccio,98 C (TUCCIA) 51,TRUE
Venere dormiente,92 C 45 1,TRUE
Vocazione di Abramo,71 C 11 31,TRUE
Adamo,11 I 62 (ADAM),TRUE
Angeli con strumenti della Passione,73 D 82 (+3),TRUE
Bacco e Arianna sull'isola di Nasso,92 L 12 1,TRUE
Bacco giovane,92 L 1 : 31 D 12,TRUE
Cacciata degli angeli ribelli dal paradiso,11 G 33,TRUE
Cavallo di Troia,94 H 15 1,TRUE
Cerere,92 M 1,TRUE
Chiamata degli eletti,11 U 23,TRUE
Contesa di Apollo e Marsia,92 B 34 12,TRUE
Cristo incontra la Madonna sulla via del Calvario,73 D 41 3,TRUE
Cristo incontra san Giovanni Battista nel deserto,73 C 11 3,TRUE
Diana e Endimione,92 C 32 1,TRUE
Elia,11 I 62 (ELIJAH),TRUE
Elia sale al cielo sul carro di fuoco,71 M 84,TRUE
Eva,11 I 63 (EVE),TRUE
Funerali di san Girolamo,11 H (JEROME) 68 2,TRUE
Giunone,92 C 1,TRUE
Martirio di san Cosma e san Damiano,11 H (COSMAS & DAMIAN) 63,TRUE
Mercurio addormenta Argo suonando il flauto,97 CC 64,TRUE
Morte di Seneca,98 B (SENECA) 68,TRUE
Morte di Sofonisba,98 C (SOPHONISBE) 68,TRUE
Nascita di Venere,92 C 41 1,TRUE
Pilato si lava le mani,73 D 32 33,TRUE
Predica di san Bernardino da Siena,11 H (BERNARDINO) 41,TRUE
Prudenza,11 M 41,TRUE
Putti reggistemma,92 D 19 16,TRUE
Vulcano nella fucina,92 B 25 2,TRUE
Achille e le figlie di Licomede,94 C 22,TRUE
Allegoria del Tempo,23 A 4,TRUE
Allegoria della Terra,21 B 0,TRUE
Allegoria della Virtù,57 A 6 (+2),TRUE
Apparizione della croce a Costantino,11 H (CONSTANTINE) 34,TRUE
Atalanta e Meleagro a caccia del cinghiale calidonio,94 N 32,TRUE
Carità (?),11 M 33,TRUE
Cavaliere,45 D 21 (+22),TRUE
Colomba dello Spirito Santo,11 E 1,TRUE
Commiato degli apostoli dalla Madonna,73 E 63,TRUE
Commiato di san Giovanni Battista dai suoi genitori,73 A 17,TRUE
Creazione degli animali,71 A 25,TRUE
Cristo caricato della croce,73 D 41,TRUE
Cristo davanti ad Erode,73 D 32 4,TRUE
Cristo giudice,11 D 32 23,TRUE
Cristo resuscita il figlio della vedova di Naim,73 C 51,TRUE
Cupido e Psiche,92 D 19 21,TRUE
David decapita Golia,71 H 14 43,TRUE
David e Bethsabea,71 H 7,TRUE
David suona la cetra davanti a Saul,71 H 13 6,TRUE
Dei dell'Olimpo,92 A,TRUE
Cristo appare a san Pietro alle porte di Roma,73 F 21 6,TRUE
Ercole e Anteo,94 L 41 13,TRUE
Giove allattato dalla capra Amaltea,92 B 11 21,TRUE
Matrimonio di Cupido e Psiche,92 D 19 21 81,TRUE
Morte di san Francesco Saverio,11 H (FRANCIS XAVIER) 68,TRUE
Morte di santa Maria Maddalena,11 HH (MARY MAGDALENE) 68 2,TRUE
Nascita di Adone,92 C 49 11,TRUE
Isaia,11 I 62 (ISAIAH),TRUE
Venere e Cupido (?),92 C 45 4,TRUE
Albero di Jesse,73 A 21,TRUE
Alfeo e Aretusa,97 HH 1,TRUE
Allegoria della Guerra,45 A 10,TRUE
Allegoria dell'Aria,21 A 0,TRUE
Apostoli intorno al sepolcro della Madonna colmo di fiori,73 E 77 1,TRUE
Apparizione di Cristo risorto alle pie donne,73 E 33,TRUE
Apparizione di san Francesco d'Assisi su un carro di fuoco,11 H (FRANCIS) 83 1,TRUE
Arianna abbandonata sull'isola di Nasso,95 B (ARIADNE) 61,TRUE
Baccanale di putti,92 L 19 13,TRUE
Banchetto di Cleopatra,98 C (CLEOPATRA) 51,TRUE
Caduta dei Giganti,91 C 21 4,TRUE
Cefalo e Procri,95 A (CEPHALUS) 21,TRUE
San Domenico e i frati ricevono il pane dagli angeli,11 H (DOMENIC) 55,TRUE
Circe trasforma in animali i compagni di Ulisse,97 C 8,TRUE
Compianto sul sepolcro di Cristo,73 D 77 3,TRUE
Cristo aiutato da Simone il Cireneo a portare la croce,73 D 41 2,TRUE
Cristo benedice i fanciulli,73 C 72 24,TRUE
Cristo benedicente e angeli,11 D 33 5 : 11 D 33 2,TRUE
Cristo e la Samaritana al pozzo,73 C 72 21 1,TRUE
Cristo servito dagli angeli,73 C 24,TRUE
David e Abigail,71 H 24,TRUE
Deesis,11 U 4,TRUE
Diana e Atteone,92 C 35 21,TRUE
Discorso di san Paolo nell'Areopago di Atene,73 F 22 33 5,TRUE
Educazione di Cupido,92 D 11 21,TRUE
Ercole bambino soffoca i serpenti,94 L 12 2 : 92 C 14 : 34 B 11,TRUE
Ercole e Cerbero,94 L 33 3,TRUE
Ercole uccide Nesso,94 L 22 1,TRUE
Martirio di sant'Erasmo,11 H (ERASMUS) 63,TRUE
Predica di santo Stefano,73 F 35 3,TRUE
Abacuc trasportato dall'angelo reca il cibo a Daniele nella fossa dei leoni,71 P 43 3 3,TRUE
Agnus Dei tra i simboli degli evangelisti,11 D 13 11 : 11 I 42,TRUE
Allegoria del Fuoco,21 C 0,TRUE
Allegoria della Musica (?),48 C 70,TRUE
Allegoria dell'Acqua,21 D 0,TRUE
Allegoria dell'Asia,25 B 2,TRUE
Allegoria delle Arti figurative,48 C 0 (+35),TRUE
Allegoria dell'Onore,59 B 31(+2),TRUE
Amore e Psiche,92 D 19 21,TRUE
Angelo musicante con liuto,11 G 21 : 48 C 73 23,TRUE
Annunciazione e donatore,73 A 52 (+5),TRUE
Apparizione di san Giacomo Maggiore nella battaglia di Clavijo,73 F 24 52,TRUE
Arione con la lira sul delfino,98 B (ARION) 51,TRUE
Aronne,11 I 62 (AARON),TRUE
Arrivo dei Re Magi a Betlemme,73 B 56,TRUE
Battaglia di Lepanto,45 H 3 (+3) : 61 I (BATTAGLIA DI LEPANTO) : 61 A (1571),TRUE
Battaglia navale,45 H 3 (+3),TRUE
Caduta di Fetonte,92 B 39 11 7,TRUE
Cena di san Gregorio,11 H (GREGORY) 54,TRUE
Cherubino,11 G 19 11,TRUE
Commiato di san Raffaele Arcangelo da Tobi e Tobia,71 T 79 1,TRUE
Commiato di Tobia dai genitori,71 T 53,TRUE
Conversione di sant'Agostino,11 H (AUGUSTINE) 31,TRUE
Corteo marino,92 H 19 1,TRUE
Costruzione delle mura di Troia,95 A (LAOMEDON) 3,TRUE
Cristo benedicente in clipeo,11 D 32 21,TRUE
Cristo con strumenti della Passione,11 D 32 : 73 D 81,TRUE
Cristo consegna la legge a san Pietro e san Paolo,11 D 33 42,TRUE
Cristo crocifisso e angeli,11 D 36 (+3),TRUE
Cristo deposto dalla croce,73 D 71 2,TRUE
Cristo deposto sorretto da angeli,73 D 73 32,TRUE
Cristo guarisce il paralitico di Cafarnao,73 C 42 2,TRUE
Guarigione del paralitico,73 C 42 13,TRUE
Cristo Pantocratore,11 D 32 21,TRUE
Cristo risorto e angeli,73 E 15 (+3),TRUE
Cristo sale sulla croce,73 D 56 1,TRUE
Crocifissione di Cristo e donatori,73 D 64 (+5),TRUE
Sansone e Dalila,71 F 37 61,TRUE
Daniele discolpa Susanna,71 P 41 4,TRUE
Daniele nella fossa dei leoni,71 P 43 32,TRUE
Danza di Amorini,92 D 19 16 (+5),TRUE
David che suona l'arpa,11 I 62 (DAVID) 32,TRUE
Diana (?),92 C 3,TRUE
Discorso della Montagna,73 C 72 7,TRUE
Elemosina di san Carlo Borromeo,11 H (CHARLES BORROMEO) 4,TRUE
Elemosina di san Nicola di Bari,11 H (NICHOLAS) 41,TRUE
Elevazione della croce,73 D 55 1,TRUE
Ermafrodito e Salmace,92 B 59 11,TRUE
Allegoria del Mese di Agosto,23 I 32,TRUE
Allegoria del Mese di Aprile,23 I 21,TRUE
Allegoria del Mese di Settembre,23 I 33,TRUE
Morte di Assalonne,71 H 84 93,TRUE
Nascita di Maria Vergine (?),73 A 31,TRUE
Marte e Venere,92 B 42 3,TRUE
Vulcano e i Ciclopi nella fucina,92 B 29 1,TRUE
Accecamento di Elima,73 F 22 31 31,TRUE
Allegoria della Calunnia,57 BB 25 (+2),TRUE
Allegoria della Chiesa,11 P 1,TRUE
Allegoria della Speranza (?),56 D 1(+2),TRUE
Allegoria della Vita umana,11 R 3,TRUE
Allegoria dell'Africa,25 B 3,TRUE
Allegoria dell'America,25 B 4,TRUE
Amazzonomachia,95 B (AMAZONS) 41,TRUE
Amorini,92 D 19 16,TRUE
Angeli reggicartiglio,11 G 19 21,TRUE
Annunciazione e Trinità,73 A 52 (+1),TRUE
Apparizione di Cristo risorto a santa Maria Maddalena,73 E 31,TRUE
Apparizione di san Michele Arcangelo sulla Mole Adriana,11 H (GREGORY) 34,TRUE
Armida trasporta sul suo carro Rinaldo addormentato,81 FF (ARMIDA) : 33 B 4 : 46 C 14,TRUE
Arresto di san Giovanni Battista,73 C 13 2,TRUE
Astronomia,49 E 10,TRUE
Battesimo di Cristo e angeli,73 C 12 1 (+3),TRUE
Bethsabea al bagno (?),71 H 71,TRUE
Borea rapisce Orizia,92 E 51 21,TRUE
Carro del Sole,92 B 37 11 1,TRUE
Cartiglio,49 L 71,TRUE
Circoncisione di san Giovanni Battista,73 A 15,TRUE
Cleopatra (?),98 C (CLEOPATRA) 51,TRUE
Clorinda muore tra le braccia di Tancredi,81 FF (CLORINDA) : 11 Q 73 21 2,TRUE
Colomba dello Spirito Santo e angeli,11 E 1 (+3),TRUE
Commiato di Maria Vergine da santa Elisabetta e san Zaccaria,73 A 66,TRUE
Costruzione della torre di Babele,71 B 42 1,TRUE
Cristo che predica alle moltitudini,73 C 73 4,TRUE
Cristo morto con angeli,73 D 72 3,TRUE
Cristo giudice e angeli,11 D 32 23 (+3),TRUE
Cristo placa la tempesta sul lago di Tiberiade,73 C 31 3,TRUE
Cristo resuscita la figlia di Giairo,73 C 53,TRUE
Cupido bendato,92 D 1 : 92 D 18,TRUE
Cupido costruisce il suo arco,92 D 15 22,TRUE
Cupido e Pan,92 D 14 1,TRUE
David come salmista,11 I 62 (DAVID) 33,TRUE
David suona l'arpa,11 I 62 (DAVID) 32,TRUE
Decapitazione di san Bartolomeo,73 F 27 43 2,TRUE
Decapitazione di san Giorgio,11 H (GEORGE) 68,TRUE
Dedalo fissa con la cera le ali a Icaro,95 A (ICARUS) 51 2,TRUE
Devoti,11 Q 11,TRUE
Diana al bagno,92 C 3,TRUE
Diana cacciatrice con le ninfe,92 C 35 11,TRUE
Dio Padre (?),11 C 2,TRUE
Dio Padre adorato dagli angeli,11 C 2 : 11 G 25,TRUE
Dio Padre che sostiene Cristo crocifisso e colomba dello Spirito Santo,11 B 32 31,TRUE
Dio Padre e cherubini,11 C 2 : 11 G 19 11,TRUE
Diogene getta via la coppa,98 B (DIOGENES) 54,TRUE
Diluvio Universale,71 B 33 12,TRUE
Episodi della vita di san Silvestro,11 H (SYLVESTER) 2,TRUE
Ercole nel giardino delle Esperidi,94 L 33 2,TRUE
Erminia cura le ferite di Tancredi,81 FF (ERMINIA) : 49 G 22,TRUE
Ero e Leandro,95 B (ERO E LEANDRO) 2,TRUE
Fetonte chiede ad Apollo di guidare il carro del sole,92 B 39 11 3,TRUE
Giove e Antiope,92 B 12 13,TRUE
Giove e Europa,92 B 12 18 2,TRUE
Giove e Semele,92 B 12 26,TRUE
Lucrezia (?),98 C (LUCRETIA),TRUE
Marte e Venere (?),92 B 42 3,TRUE
Martirio di san Giorgio,11 H (GEORGE) 6,TRUE
Martirio di san Marco Evangelista,11 H (MARK) 61,TRUE
Martirio di san Matteo Evangelista,73 F 28 5,TRUE
Allegoria del Mese di Maggio,23 I 22,TRUE
Allegoria del Mese di Marzo,23 I 13,TRUE
Morte di Euridice,94 O 21 1,TRUE
Nascita di san Giovanni Battista (?),73 A 14,TRUE
Predica di san Pietro,73 F 21 53 1,TRUE
Prometeo crea l'uomo con l'argilla,91 E 45 1,TRUE
Vulcano e Venere,92 B 22 2,TRUE
Abbraccio di san Pietro e san Paolo prima del martirio,73 F 22 42,TRUE
Abramo e Isacco diretti al luogo del sacrificio,71 C 13 11,TRUE
Achille educato da Chirone,95 A (ACHILLES ) 12 31,TRUE
Achille trascina il corpo di Ettore intorno alle mura di Troia,94 G 23 5,TRUE
Adamo ed Eva piangono la morte di Abele,71 A 82 3,TRUE
Adamo impone il nome agli animali,71 A 33 3,TRUE
Adone,92 C 49 1,TRUE
Adorazione della croce,11 D 12 4,TRUE
Adorazione dell'agnello,73 G 22 2,TRUE
Aggeo,11 I 62 (AGGEO),TRUE
Agnus Dei tra angeli,11 D 13 11 (+3),TRUE
Alboino e Rosmunda,82 A (ALBOINO) : 41 C 5 : 41 C 32 72 1,TRUE
Alessandro Magno e Timoclea,98 B (ALEXANDER THE GREAT) 52 3,TRUE
Allegoria della Fecondità,58 A 3,TRUE
Allegoria della Fede (?),11 M 31,TRUE
Allegoria della Giustizia (?),59 C 2,TRUE
Allegoria della Notte,23 R 14 0,TRUE
Allegoria della Pace (?),45 A 20,TRUE
Allegoria della Purezza,57 A 63 (+2),TRUE
Allegoria della Redenzione,11 L 54 13,TRUE
Allegoria della Storia,49 K 10,TRUE
Allegoria della Vittoria,45 A 30,TRUE
Allegoria dell'Astronomia,49 E 10,TRUE
Allegoria dell'Autunno (?),23 D 44 0,TRUE
Allegoria dell'Europa,25 B 1,TRUE
Allegoria dell'Inverno (?),23 D 41 0,TRUE
Angelica trova Medoro ferito,81 E (MEDORO) : 31 EE 23,TRUE
Angelo annuncia la Resurrezione alle pie donne,73 E 23,TRUE
Angelo con turibolo,11 G 19 24,TRUE
Angelo musicante con viola,11 G 21 : 48 C 73 12,TRUE
Angeli con ghirlanda di fiori,11 G 19 2 : 48 A 98 75,TRUE
Animali,25 F,TRUE
Annunciazione con due donatori,73 A 5 (+5),TRUE
Annunciazione e angeli,73 A 52 (+3),TRUE
Annunciazione e cacciata di Adamo ed Eva dal paradiso terrestre,73 A 52 : 71 A 6,TRUE
Annuncio a san Zaccaria,73 A 11,TRUE
Annuncio a sant'Anna,73 A 23 41,TRUE
Apelle ritrae Campaspe,98 B (APELLES) 21,TRUE
Apollo custodisce il gregge di Admeto,92 B 35 1,TRUE
Apollo e le Muse (?),92 B 37 31,TRUE
Apollo sul carro del sole,92 B 37 11,TRUE
Apollo uccide Pitone,92 B 34 2,TRUE
Apostoli a mezza figura,11 I 3 : 61 B (+52),TRUE
Apoteosi di Ercole,94 L 69,TRUE
Apparizione di Cristo agli apostoli sul monte degli Ulivi,73 E 4,TRUE
Arca dell'alleanza portata in Gerusalemme,71 H 62,TRUE
Arianna risvegliata da Bacco,92 L 12 11,TRUE
Arione sul delfino,98 B (ARION) 51,TRUE
Armida trova Rinaldo addormentato,81 FF (ARMIDA) : 31 BB 13,TRUE
Aronne con Mose' davanti al faraone trasforma la verga in serpente,71 E 11 64,TRUE
Artemisia (?),98 C (ARTEMISIA) 6,TRUE
Allegorie delle Arti Liberali,49 C 1,TRUE
Attilio Regolo rinchiuso nella botte,"98 B (REGOLO, M.A.) 68",TRUE
Aurora e Cefalo,92 E 12 1 : 43 C 11 4,TRUE
Bacco ebbro,92 L 17 91 1,TRUE
Banchetto di Assuero,71 Q 21,TRUE
Banchetto di Baldassarre,71 P 22,TRUE
Battaglia di ponte Milvio,11 H (CONSTANTINE) 34,TRUE
Beato Bernardino da Feltre,11 H (BERNARDINO DA FELTRE),TRUE
Bethsabea,11 I 63 (BATHSHEBA),TRUE
Caccia al cervo,43 C 11 12 41,TRUE
Caduta delle mura di Gerico,71 E 52 42 1,TRUE
Caduta di Icaro,95 A (ICARUS) 68,TRUE
Caino e Abele,71 A 8,TRUE
Calliope,92 D 42 9,TRUE
Segno zodiacale del Cancro,23 O 31,TRUE
Cattura di san Rocco,11 H (ROCH) 61,TRUE
Cristo in casa di Marta e Maria di Betania,73 D 13,TRUE
Cerere derisa da Ascalabo,92 M 13 2,TRUE
Cibele,92 L 2,TRUE
